ENSDARG00000077720	CABZ01062422.1
ENSDARG00000071590	si:ch211-236g6.1
ENSDARG00000093730	si:dkey-253d23.1
ENSDARG00000071589	ENSDARG00000071589
ENSDARG00000071588	BX539307.1
ENSDARG00000095643	si:dkey-253d23.3
ENSDARG00000079762	si:dkey-253d23.4
ENSDARG00000058566	si:dkey-253d23.5
ENSDARG00000058562	zgc:123008
ENSDARG00000078476	si:dkey-253d23.7
ENSDARG00000078952	BX539307.1
ENSDARG00000094427	si:dkey-253d23.8
ENSDARG00000043126	blf
ENSDARG00000074820	si:dkey-253d23.9
ENSDARG00000079236	si:dkey-253d23.11
ENSDARG00000076721	zgc:171686
ENSDARG00000078234	si:dkey-253d23.12
ENSDARG00000086095	BX539307.2
ENSDARG00000089588	BX324216.2
ENSDARG00000086839	BX324216.1
ENSDARG00000071581	si:ch211-222k6.1
ENSDARG00000087046	si:ch211-222k6.2
ENSDARG00000071578	si:ch211-222k6.3
ENSDARG00000093873	si:dkey-102c8.1
ENSDARG00000058537	si:dkey-102c8.2
ENSDARG00000071576	si:dkey-102c8.3
ENSDARG00000002917	GLS2 (2 of 2)
ENSDARG00000008306	rdh5
ENSDARG00000014171	bloc1s1
ENSDARG00000032298	tbc1d20
ENSDARG00000031954	rbck1
ENSDARG00000011152	rpp14
ENSDARG00000063195	pxk
ENSDARG00000021346	pdhb
ENSDARG00000043095	kctd6a
ENSDARG00000071570	CCDC71
ENSDARG00000076484	stab1l
ENSDARG00000093850	si:dkeyp-87e7.7
ENSDARG00000043077	nisch
ENSDARG00000094828	ENSDARG00000094828
ENSDARG00000088449	wu:fb55g09
ENSDARG00000044143	nol8
ENSDARG00000044135	cenpp
ENSDARG00000044132	ogn
ENSDARG00000093600	omd
ENSDARG00000002192	aspn
ENSDARG00000071549	ecm2
ENSDARG00000003446	ippk
ENSDARG00000008049	si:dkey-42i9.4
ENSDARG00000063076	atrip
ENSDARG00000013681	SHISA5 (1 of 2)
ENSDARG00000071543	SHISA5 (2 of 2)
ENSDARG00000095854	si:dkey-42i9.16
ENSDARG00000071541	si:dkey-42i9.8
ENSDARG00000063051	bap1
ENSDARG00000063031	rad54l2
ENSDARG00000044114	cyb561d2
ENSDARG00000004840	rassf1
ENSDARG00000095950	si:dkey-42i9.15
ENSDARG00000025340	tusc2b
ENSDARG00000062997	hyal2
ENSDARG00000058367	abhd14a
ENSDARG00000043055	hiat1b
ENSDARG00000058346	sass6
ENSDARG00000058328	lsm7
ENSDARG00000029841	tmprss9
ENSDARG00000085627	5S_rRNA
ENSDARG00000058297	timm13
ENSDARG00000058322	enc1l
ENSDARG00000042308	arhgef18b
ENSDARG00000071524	insrb
ENSDARG00000007250	use1
ENSDARG00000095798	si:dkey-119g10.3
ENSDARG00000095801	si:dkey-119g10.4
ENSDARG00000095820	si:dkey-6n3.3
ENSDARG00000087623	si:dkey-119g10.5
ENSDARG00000095803	si:dkey-119g10.6
ENSDARG00000089473	BX649485.2
ENSDARG00000008735	atp6ap2
ENSDARG00000017798	bcor
ENSDARG00000019302	mid1ip1b
ENSDARG00000008407	tspan7b
ENSDARG00000043021	slc26a11
ENSDARG00000032087	sgsh
ENSDARG00000078828	npb
ENSDARG00000043006	gnav1
ENSDARG00000043003	pcyt2
ENSDARG00000094409	si:ch1073-467m9.2
ENSDARG00000079296	gcga
ENSDARG00000079420	dpp4
ENSDARG00000012051	mettl21a
ENSDARG00000093297	si:ch73-2d23.1
ENSDARG00000089433	CU570889.1
ENSDARG00000042992	crygs1
ENSDARG00000071518	KRT222
ENSDARG00000000212	KRT23 (1 of 15)
ENSDARG00000095147	KRT23 (2 of 15)
ENSDARG00000000183	ptpn4b
ENSDARG00000062865	MRAS (1 of 2)
ENSDARG00000082417	5S_rRNA
ENSDARG00000021186	PTH2R (2 of 2)
ENSDARG00000071506	mgat5
ENSDARG00000088227	tmem163b
ENSDARG00000084555	5S_rRNA
ENSDARG00000036510	ccnt2b
ENSDARG00000091538	CABZ01044943.1
ENSDARG00000088281	zranb3
ENSDARG00000063141	r3hdm1
ENSDARG00000081902	mir128-1
ENSDARG00000076799	rnd3a
ENSDARG00000093016	si:dkey-170g11.2
ENSDARG00000085372	5S_rRNA
ENSDARG00000041602	MMADHC (2 of 2)
ENSDARG00000076965	cep70
ENSDARG00000041609	adarb1a
ENSDARG00000082113	5S_rRNA
ENSDARG00000093061	fam207a
ENSDARG00000071500	fam207a
ENSDARG00000057975	plcd4a
ENSDARG00000033855	rqcd1
ENSDARG00000007421	ftcd
ENSDARG00000042947	mstna
ENSDARG00000006266	stat1a
ENSDARG00000062812	glsa
ENSDARG00000042940	nab1a
ENSDARG00000032318	mfsd6a
ENSDARG00000088638	si:dkey-188p4.1
ENSDARG00000023537	ahr1b
ENSDARG00000021833	ahr2
ENSDARG00000095069	si:dkey-74i2.2
ENSDARG00000075189	cntnap5b
ENSDARG00000093992	si:ch211-279g13.1
ENSDARG00000095236	si:ch73-110p20.1
ENSDARG00000057598	s100b
ENSDARG00000020000	sh3bp4a
ENSDARG00000083789	5S_rRNA
ENSDARG00000057606	arl4ca
ENSDARG00000089729	BX649296.1
ENSDARG00000081329	5S_rRNA
ENSDARG00000020054	aox1
ENSDARG00000071475	aox3
ENSDARG00000023656	he1a
ENSDARG00000019122	he1b
ENSDARG00000022670	he2
ENSDARG00000010481	bzw1a
ENSDARG00000042857	si:ch211-246m6.4
ENSDARG00000011673	VWDE
ENSDARG00000085906	5S_rRNA
ENSDARG00000085412	5S_rRNA
ENSDARG00000091954	si:dkeyp-122a9.1
ENSDARG00000093116	si:dkeyp-122a9.2
ENSDARG00000004789	lrp1ba
ENSDARG00000094171	lrp1ba
ENSDARG00000080495	CR759822.1
ENSDARG00000093872	si:ch211-102g22.3
ENSDARG00000094140	si:ch211-181p13.2
ENSDARG00000042900	gtpbp1l
ENSDARG00000092082	si:ch1073-44m10.1
ENSDARG00000077609	elfn2
ENSDARG00000042925	mfng
ENSDARG00000094089	si:dkey-236e20.1
ENSDARG00000042920	sult3st3
ENSDARG00000071495	si:dkey-236e20.3
ENSDARG00000040781	zgc:113317
ENSDARG00000093619	sult3st2
ENSDARG00000032516	rrp36
ENSDARG00000062712	si:dkey-236e20.7
ENSDARG00000043404	rpp21
ENSDARG00000024588	si:dkey-236e20.9
ENSDARG00000019341	GPC1 (1 of 2)
ENSDARG00000062702	ANKMY1
ENSDARG00000042908	hsh2d
ENSDARG00000023963	tpm4a
ENSDARG00000087697	lpl
ENSDARG00000034667	CABZ01090041.1
ENSDARG00000057590	si:ch1073-396h14.1
ENSDARG00000020467	safb
ENSDARG00000006052	malt1a
ENSDARG00000071468	mrpl54
ENSDARG00000042660	fam32al
ENSDARG00000092781	si:dkeyp-70f9.2
ENSDARG00000042663	si:dkeyp-70f9.7
ENSDARG00000084226	5S_rRNA
ENSDARG00000085503	5S_rRNA
ENSDARG00000042667	klf2a
ENSDARG00000042670	eps15l1a
ENSDARG00000024904	stil
ENSDARG00000062550	rc3h1
ENSDARG00000042684	serpinc1
ENSDARG00000042689	zbtb37
ENSDARG00000042690	s1pr1
ENSDARG00000011931	dph5
ENSDARG00000019998	slc30a7
ENSDARG00000062479	vcam1
ENSDARG00000043122	gpr88
ENSDARG00000057016	cdc14ab
ENSDARG00000085166	U5
ENSDARG00000002215	rtca
ENSDARG00000040109	dbt
ENSDARG00000071465	lrrc39
ENSDARG00000042701	trmt13
ENSDARG00000095945	trmt13
ENSDARG00000011281	osbpl1a
ENSDARG00000010191	ttc39c
ENSDARG00000071462	lama3
ENSDARG00000042753	ctskl
ENSDARG00000057159	ankrd29
ENSDARG00000013928	plekhb2
ENSDARG00000071458	si:dkey-121a11.3
ENSDARG00000042742	stx6
ENSDARG00000009881	ier5
ENSDARG00000019930	tal1
ENSDARG00000017127	pdzk1ip1l
ENSDARG00000024964	inadl
ENSDARG00000083831	5S_rRNA
ENSDARG00000093333	si:dkey-38n4.2
ENSDARG00000057042	tm2d1
ENSDARG00000086813	AL929239.1
ENSDARG00000062420	nfia
ENSDARG00000094599	si:ch211-242l1.1
ENSDARG00000062402	frem1b
ENSDARG00000042799	atpaf1
ENSDARG00000042803	rab3b
ENSDARG00000062372	nrd1
ENSDARG00000062355	axdnd1
ENSDARG00000042850	nphs2
ENSDARG00000071450	tdrd5
ENSDARG00000093021	FAM163A (2 of 2)
ENSDARG00000061757	RABGAP1L
ENSDARG00000093460	GPR52
ENSDARG00000081824	5S_rRNA
ENSDARG00000071361	si:ch211-197g15.10
ENSDARG00000002293	si:ch211-197g15.9
ENSDARG00000094984	si:ch211-197g15.8
ENSDARG00000071355	si:ch211-197g15.7
ENSDARG00000094747	si:ch211-197g15.6
ENSDARG00000009673	si:ch211-197g15.5
ENSDARG00000041878	rab11ba
ENSDARG00000061738	march2
ENSDARG00000061735	hnrnpm
ENSDARG00000076001	pip5k1ca
ENSDARG00000068478	gpx4a
ENSDARG00000026183	polr2eb
ENSDARG00000062049	hmha1
ENSDARG00000095174	si:ch73-243b8.4
ENSDARG00000002909	tjp3
ENSDARG00000016188	SBNO2 (2 of 3)
ENSDARG00000094178	SBNO2 (3 of 3)
ENSDARG00000029057	tm6sf2
ENSDARG00000089753	5S_rRNA
ENSDARG00000018542	hapln4
ENSDARG00000005783	ncanb
ENSDARG00000056162	nr2c2ap
ENSDARG00000016730	rfxank
ENSDARG00000071339	mef2bnb
ENSDARG00000086661	TMEM221
ENSDARG00000093170	mef2b
ENSDARG00000012790	tmem161a
ENSDARG00000095557	si:dkey-11n6.3
ENSDARG00000083496	mir9-4
ENSDARG00000006192	gatad2ab
ENSDARG00000017994	tssk6
ENSDARG00000061692	yjefn3
ENSDARG00000013687	cilp2
ENSDARG00000071333	si:ch211-212d10.2
ENSDARG00000014623	GZMH
ENSDARG00000013351	cirbp
ENSDARG00000018524	midn
ENSDARG00000019404	atp5d
ENSDARG00000071325	C22H19orf26 (1 of 2)
ENSDARG00000025670	fstl3
ENSDARG00000019881	bsg
ENSDARG00000061665	hcn2
ENSDARG00000061658	POLRMT
ENSDARG00000085352	5S_rRNA
ENSDARG00000056074	fgf22
ENSDARG00000092877	BX284682.1
ENSDARG00000076510	fgf22
ENSDARG00000092814	si:dkey-21e2.3
ENSDARG00000092532	si:dkey-21e2.4
ENSDARG00000095146	si:dkey-21e2.6
ENSDARG00000094640	si:dkey-21e2.5
ENSDARG00000093843	si:dkey-21e2.7
ENSDARG00000094662	si:dkey-21e2.8
ENSDARG00000095619	si:dkey-21e2.9p
ENSDARG00000095005	si:dkey-21e2.10
ENSDARG00000092518	si:dkey-21e2.11
ENSDARG00000095729	si:dkey-21e2.12
ENSDARG00000094840	si:dkey-21e2.13
ENSDARG00000095572	si:dkey-21e2.14
ENSDARG00000092788	si:dkey-21e2.15
ENSDARG00000094077	si:dkey-21e2.16
ENSDARG00000093415	si:dkey-78l4.1
ENSDARG00000092607	si:dkey-78l4.3
ENSDARG00000095384	si:dkey-78l4.2
ENSDARG00000095438	si:dkey-78l4.4
ENSDARG00000071310	si:dkey-78l4.5
ENSDARG00000084497	5S_rRNA
ENSDARG00000071389	si:dkey-78l4.6
ENSDARG00000078007	BX936298.1
ENSDARG00000095355	si:dkey-78l4.7
ENSDARG00000093491	si:dkey-78l4.8
ENSDARG00000071386	si:dkey-78l4.9
ENSDARG00000093450	si:dkey-78l4.10
ENSDARG00000071381	si:dkey-78l4.11
ENSDARG00000095175	si:dkey-78l4.12
ENSDARG00000042003	si:dkey-78l4.13
ENSDARG00000042008	BX936298.1
ENSDARG00000071378	C22H19orf70
ENSDARG00000071377	hsd11b3a
ENSDARG00000034013	rgmd
ENSDARG00000071375	celf5
ENSDARG00000087159	5S_rRNA
ENSDARG00000089392	5S_rRNA
ENSDARG00000061846	rxfp3.2b
ENSDARG00000056226	creb3l3
ENSDARG00000042094	eef2a.1
ENSDARG00000080172	SNORD37
ENSDARG00000042065	eef2a.2
ENSDARG00000085594	SNORD37
ENSDARG00000042091	btbd2
ENSDARG00000042045	hmg20b
ENSDARG00000061829	si:dkey-110c1.7
ENSDARG00000061810	si:dkey-110c1.10
ENSDARG00000042029	mbd3b
ENSDARG00000052383	TCF3 (1 of 2)
ENSDARG00000039899	zbtb7a
ENSDARG00000006609	map2k2a
ENSDARG00000007081	pias4a
ENSDARG00000071394	foxq2
ENSDARG00000056395	onecut3
ENSDARG00000042285	atp8b3
ENSDARG00000085926	5S_rRNA
ENSDARG00000071398	si:dkey-172o19.2
ENSDARG00000092346	nfil3-4
ENSDARG00000061970	lingo3a
ENSDARG00000076474	org
ENSDARG00000094273	si:dkey-3k20.4
ENSDARG00000091741	CR354382.1
ENSDARG00000071403	oaz1a
ENSDARG00000092274	SI:DKEY-3K20.1
ENSDARG00000014357	amh
ENSDARG00000061992	dot1l
ENSDARG00000000568	ell
ENSDARG00000001734	fkbp8
ENSDARG00000056483	ssbp4
ENSDARG00000080071	AL773593.1
ENSDARG00000085288	5S_rRNA
ENSDARG00000083971	5S_rRNA
ENSDARG00000003655	tmem59l
ENSDARG00000006368	crlf1b
ENSDARG00000073867	C22H19orf60
ENSDARG00000056530	CPAMD8 (1 of 2)
ENSDARG00000092844	CPAMD8 (2 of 2)
ENSDARG00000021432	odf3l2
ENSDARG00000071410	cks2
ENSDARG00000062080	shc2
ENSDARG00000062103	ankrd24
ENSDARG00000062109	shdb
ENSDARG00000042470	s1pr3
ENSDARG00000071413	mier2
ENSDARG00000028896	ppap2c
ENSDARG00000042484	tle2
ENSDARG00000008767	si:dkey-42p8.3
ENSDARG00000021805	aes
ENSDARG00000010002	gna11a
ENSDARG00000095824	si:ch211-207c7.6
ENSDARG00000071416	gna15.4
ENSDARG00000092481	si:ch211-207c7.2
ENSDARG00000092948	gna15.3
ENSDARG00000056654	gna15.2
ENSDARG00000016364	gna15.1
ENSDARG00000079876	C2CD4C (2 of 2)
ENSDARG00000069708	cdc34a
ENSDARG00000071424	ap3d1
ENSDARG00000019530	hdgfrp2
ENSDARG00000003087	ubxn6
ENSDARG00000062152	chaf1a
ENSDARG00000010531	scamp4
ENSDARG00000024775	si:ch211-129c21.1
ENSDARG00000062173	camsap2
ENSDARG00000022177	ddx59
ENSDARG00000062187	kif14
ENSDARG00000079489	BX649292.1
ENSDARG00000086566	BX649292.1
ENSDARG00000089471	si:ch211-200o1.1
ENSDARG00000092686	si:dkey-39e8.5
ENSDARG00000042556	nr5a2
ENSDARG00000056845	CU463157.1
ENSDARG00000095957	si:ch211-87n12.1
ENSDARG00000071448	LEPREL1
ENSDARG00000074549	BX649608.1
ENSDARG00000082557	mir725
ENSDARG00000078514	CCDC50 (1 of 2)
ENSDARG00000062303	GP5
ENSDARG00000088912	ENSDARG00000088912
ENSDARG00000096050	si:ch211-117l17.4
ENSDARG00000007265	RGS13 (1 of 2)
ENSDARG00000096201	si:ch211-117l17.3
ENSDARG00000056875	rgs2
ENSDARG00000042635	uchl5
ENSDARG00000042640	CT009593.1
ENSDARG00000081212	mir725
ENSDARG00000094493	CCDC50 (2 of 2)
ENSDARG00000042631	glrx2
ENSDARG00000042628	b3galt2
ENSDARG00000095290	si:ch211-130l20.1
ENSDARG00000094661	cfhl3
ENSDARG00000093746	si:ch211-207o17.9
ENSDARG00000095760	si:ch211-207o17.8
ENSDARG00000056778	cfhl2
ENSDARG00000056771	cfhl1
ENSDARG00000075761	cfh
ENSDARG00000094496	cfhl4
ENSDARG00000092786	F13B (2 of 4)
ENSDARG00000092192	si:dkey-114d20.2
ENSDARG00000091868	F13B (1 of 4)
ENSDARG00000071442	aspm
ENSDARG00000062245	crb1
ENSDARG00000083845	5S_rRNA
ENSDARG00000094476	si:dkey-114d20.9
ENSDARG00000029374	dennd1b
ENSDARG00000083588	CABZ01039424.1
ENSDARG00000083193	mir181a-1
ENSDARG00000085449	5S_rRNA
ENSDARG00000085861	5S_rRNA
ENSDARG00000071437	ptprc
ENSDARG00000085979	5S_rRNA
ENSDARG00000056966	nek7
ENSDARG00000056979	lhx9
ENSDARG00000071439	C22H1orf53
ENSDARG00000090356	ENSDARG00000090356
ENSDARG00000062343	NETO2 (1 of 2)
ENSDARG00000093164	si:rp71-23d18.8
ENSDARG00000061602	SSX2IP (2 of 2)
ENSDARG00000092233	vtg1
ENSDARG00000078429	vtg4
ENSDARG00000092126	vtg5
ENSDARG00000092779	si:rp71-23d18.4
ENSDARG00000093425	si:rp71-23d18.2
ENSDARG00000016825	vtg6
ENSDARG00000092419	vtg7
ENSDARG00000055809	vtg2
ENSDARG00000092028	si:dkey-4c23.3
ENSDARG00000071279	si:dkey-4c23.5
ENSDARG00000095073	si:dkey-4c23.4
ENSDARG00000060325	si:dkey-179j5.2
ENSDARG00000088841	dnal4b
ENSDARG00000074538	si:dkey-179j5.5
ENSDARG00000094960	si:dkey-4c23.8
ENSDARG00000053375	nptxrb
ENSDARG00000012572	polr3f
ENSDARG00000093545	si:dkeyp-20e4.3
ENSDARG00000055787	dzank1
ENSDARG00000041708	csrp2bp
ENSDARG00000093346	PET117
ENSDARG00000041703	rrbp1b
ENSDARG00000094712	si:dkeyp-20e4.9
ENSDARG00000092702	si:dkeyp-20e4.8
ENSDARG00000086221	si:ch211-226h8.4
ENSDARG00000077097	si:ch211-226h8.6
ENSDARG00000089869	EVA1B (5 of 5)
ENSDARG00000094199	si:ch211-226h8.11
ENSDARG00000093249	EVA1B (3 of 5)
ENSDARG00000086408	EVA1C
ENSDARG00000087583	EVA1B (4 of 5)
ENSDARG00000088713	si:ch211-226h8.14
ENSDARG00000088932	si:dkey-240e12.6
ENSDARG00000095095	si:dkey-270e21.2
ENSDARG00000094464	si:dkey-270e21.6
ENSDARG00000093731	si:dkey-270e21.5
ENSDARG00000094670	si:dkey-270e21.7
ENSDARG00000086247	zgc:171781
ENSDARG00000095230	si:ch211-12h2.5
ENSDARG00000093841	si:ch211-12h2.6
ENSDARG00000092772	si:ch211-12h2.7
ENSDARG00000094676	si:dkey-38k9.3
ENSDARG00000071240	aars2
ENSDARG00000088804	CR769772.1
ENSDARG00000088923	si:ch211-12h2.8
ENSDARG00000061496	si:dkeyp-98a7.1
ENSDARG00000096017	si:dkeyp-98a7.2
ENSDARG00000090929	si:dkeyp-98a7.3
ENSDARG00000096097	si:dkeyp-98a7.5
ENSDARG00000096159	si:dkeyp-98a7.5
ENSDARG00000089525	si:ch211-250e5.9
ENSDARG00000088895	si:dkeyp-98a7.7
ENSDARG00000094674	si:dkeyp-98a7.8
ENSDARG00000087584	si:dkeyp-98a7.9
ENSDARG00000088607	si:dkeyp-98a7.5
ENSDARG00000091430	si:dkeyp-98a7.5
ENSDARG00000089594	si:dkeyp-98a7.5
ENSDARG00000088945	AL929192.2
ENSDARG00000087860	AL929192.1
ENSDARG00000089516	AL929192.3
ENSDARG00000078457	si:ch211-250e5.16
ENSDARG00000092219	SI:CH211-250E5.16
ENSDARG00000089128	5S_rRNA
ENSDARG00000076215	vasna
ENSDARG00000095983	dnaja3b
ENSDARG00000055505	pdgfaa
ENSDARG00000001818	C3 (9 of 9)
ENSDARG00000093068	C3 (8 of 9)
ENSDARG00000041533	ccdc130
ENSDARG00000041600	wdr83
ENSDARG00000024124	SDE2
ENSDARG00000041538	MRPS28
ENSDARG00000052748	CAPN11 (2 of 2)
ENSDARG00000055592	capn2b
ENSDARG00000090014	CAPN2 (1 of 4)
ENSDARG00000088052	CR759791.3
ENSDARG00000088591	CR759791.3
ENSDARG00000061432	CR759791.1
ENSDARG00000078388	GLIS2 (2 of 2)
ENSDARG00000077903	zgc:194551
ENSDARG00000034211	capn2l
ENSDARG00000055715	capn8
ENSDARG00000069419	adcy9
ENSDARG00000061308	crebbpa
ENSDARG00000075510	AL929580.1
ENSDARG00000084004	SNORA38
ENSDARG00000093878	si:dkey-44g23.9
ENSDARG00000061414	slx4
ENSDARG00000092927	SLX4 (2 of 2)
ENSDARG00000093798	slx4
ENSDARG00000061256	FAM195A
ENSDARG00000055108	gde1
ENSDARG00000074264	TMEM186
ENSDARG00000055101	hmox2a
ENSDARG00000094566	si:dkey-44g23.10
ENSDARG00000055100	cxcl12b
ENSDARG00000096537	si:dkey-246e1.1
ENSDARG00000094839	si:dkey-246e1.1
ENSDARG00000094533	si:dkey-246e1.3
ENSDARG00000029011	xpnpep1
ENSDARG00000071140	BX927308.1
ENSDARG00000080001	BX927308.3
ENSDARG00000071141	BX927308.2
ENSDARG00000095006	si:dkey-29f21.1
ENSDARG00000088213	THAP9 (1 of 3)
ENSDARG00000094347	si:dkey-29f21.5
ENSDARG00000088623	CR388079.2
ENSDARG00000071135	CR547131.1
ENSDARG00000071143	CR547131.2
ENSDARG00000075617	wu:fu71h07
ENSDARG00000087316	si:ch211-258f1.3
ENSDARG00000091259	BX901980.1
ENSDARG00000090141	BX004879.1
ENSDARG00000089573	si:dkeyp-15a6.2
ENSDARG00000090248	BX649497.1
ENSDARG00000083081	BX088583.1
ENSDARG00000094467	si:dkey-11d20.4
ENSDARG00000092763	si:dkey-11d20.5
ENSDARG00000093368	si:ch73-348k23.1
ENSDARG00000093832	si:dkey-11d20.2
ENSDARG00000094775	si:dkey-11d20.1
ENSDARG00000088033	si:dkey-190j3.4
ENSDARG00000093302	si:ch211-171l17.6
ENSDARG00000093884	si:ch211-171l17.7
ENSDARG00000086321	si:ch211-171l17.14
ENSDARG00000092915	si:ch211-171l17.4
ENSDARG00000093210	NLRX1 (8 of 15)
ENSDARG00000093375	BX664606.1
ENSDARG00000094520	si:dkey-3h2.4
ENSDARG00000092144	si:dkey-3h2.3
ENSDARG00000094031	si:dkey-3h2.2
ENSDARG00000095484	NLRX1 (15 of 15)
ENSDARG00000003533	col8a1b
ENSDARG00000014995	jagn1b
ENSDARG00000071085	GPR128 (1 of 2)
ENSDARG00000071088	gpr128
ENSDARG00000071095	abi3bp
ENSDARG00000071099	IMPG2 (3 of 4)
ENSDARG00000094099	IMPG2 (4 of 4)
ENSDARG00000061138	senp7
ENSDARG00000071103	si:dkey-222p3.1
ENSDARG00000085640	5S_rRNA
ENSDARG00000076235	CR376803.1
ENSDARG00000086389	CR556708.1
ENSDARG00000089381	SI:DKEY-78K22.2
ENSDARG00000089174	zgc:174651
ENSDARG00000089246	BX649283.1
ENSDARG00000075609	si:dkeyp-86c4.1
ENSDARG00000093110	zgc:174642
ENSDARG00000096231	si:dkey-3p4.4
ENSDARG00000088907	ZFP37 (35 of 39)
ENSDARG00000077102	si:dkey-3p4.1
ENSDARG00000086657	si:dkey-29n10.3
ENSDARG00000075457	ENSDARG00000075457
ENSDARG00000081022	U1
ENSDARG00000080502	U1
ENSDARG00000084968	U6
ENSDARG00000043540	BX510935.1
ENSDARG00000079877	BX510935.2
ENSDARG00000071083	si:dkeyp-34c12.1
ENSDARG00000083272	mir217-1
ENSDARG00000081608	mir216a-1
ENSDARG00000083359	mir216b-1
ENSDARG00000054858	TP53BP2 (2 of 2)
ENSDARG00000071059	gtpbp2
ENSDARG00000071058	si:ch211-270p4.3
ENSDARG00000093790	si:dkey-205o12.2
ENSDARG00000095588	si:dkey-205o12.2
ENSDARG00000071051	cbx6a
ENSDARG00000060921	pla2g6
ENSDARG00000081222	BX571961.1
ENSDARG00000060933	baiap2l2
ENSDARG00000034705	pvalb7
ENSDARG00000040812	ncf4
ENSDARG00000086778	pdgfb
ENSDARG00000040839	PDGFB (3 of 3)
ENSDARG00000040841	adra2a
ENSDARG00000040853	shoc2
ENSDARG00000071046	bbip1
ENSDARG00000041022	pdcd4b
ENSDARG00000087769	RBM20
ENSDARG00000092881	si:ch211-223c9.2
ENSDARG00000019000	smc3
ENSDARG00000019307	dusp5
ENSDARG00000071036	si:dkey-286j15.3
ENSDARG00000040864	si:dkey-286j15.1
ENSDARG00000040874	add3a
ENSDARG00000085396	5S_rRNA
ENSDARG00000081057	BX088706.1
ENSDARG00000040884	mxi1
ENSDARG00000094252	si:dkey-169i5.2
ENSDARG00000079441	BX649448.1
ENSDARG00000082901	5S_rRNA
ENSDARG00000077862	si:dkey-169i5.4
ENSDARG00000093501	si:dkey-103k4.5
ENSDARG00000095439	si:dkey-103k4.4
ENSDARG00000094550	si:dkey-103k4.3
ENSDARG00000071024	zgc:171679
ENSDARG00000092252	si:dkey-103k4.2
ENSDARG00000091718	BX649490.2
ENSDARG00000089132	BX649490.1
ENSDARG00000040921	BX324215.1
ENSDARG00000078349	BX324215.3
ENSDARG00000071020	si:dkey-42l16.1
ENSDARG00000077466	BX324215.2
ENSDARG00000086880	BX324215.4
ENSDARG00000040920	si:dkey-49n23.1
ENSDARG00000094035	si:dkey-3k20.1
ENSDARG00000085075	5S_rRNA
ENSDARG00000095325	ENSDARG00000095325
ENSDARG00000040938	SSUH2
ENSDARG00000054418	zgc:136895
ENSDARG00000076614	zgc:175175
ENSDARG00000054827	zgc:162724
ENSDARG00000073789	BX537350.1
ENSDARG00000054818	rpl32
ENSDARG00000082419	SNORA7
ENSDARG00000005749	cand2
ENSDARG00000054807	sec13
ENSDARG00000091167	CR392343.1
ENSDARG00000027618	grip2b
ENSDARG00000058440	slc6a6b
ENSDARG00000089663	CABZ01028296.1
ENSDARG00000095425	si:ch211-216d10.1
ENSDARG00000063180	dock3
ENSDARG00000063177	manf
ENSDARG00000078966	rbm15b
ENSDARG00000095933	si:ch73-167f18.3
ENSDARG00000095970	si:ch73-167f18.4
ENSDARG00000024276	PCBP4
ENSDARG00000093991	si:ch211-158c3.1
ENSDARG00000091635	5S_rRNA
ENSDARG00000016153	dag1
ENSDARG00000086521	5S_rRNA
ENSDARG00000069677	nicn1
ENSDARG00000078779	si:ch73-253j10.1
ENSDARG00000086773	5S_rRNA
ENSDARG00000084854	5S_rRNA
ENSDARG00000090263	5S_rRNA
ENSDARG00000031269	rnf123
ENSDARG00000085629	5S_rRNA
ENSDARG00000074469	amigo3
ENSDARG00000091302	CABZ01048349.1
ENSDARG00000035379	TERF2IP
ENSDARG00000060953	CU481774.1
ENSDARG00000081574	U1
ENSDARG00000043033	CU896691.1
ENSDARG00000087407	CU896691.2
ENSDARG00000087901	CU896691.3
ENSDARG00000077610	AGPHD1 (2 of 2)
ENSDARG00000059057	atpv0e2
ENSDARG00000088292	CU539054.2
ENSDARG00000018944	hoga1
ENSDARG00000039528	slit1b
ENSDARG00000070907	lcor
ENSDARG00000095727	si:ch1073-47b13.2
ENSDARG00000083189	arhgap19
ENSDARG00000075846	kcnip2
ENSDARG00000030790	C22H10orf76 (1 of 2)
ENSDARG00000093294	C22H10orf76 (2 of 2)
ENSDARG00000070996	EFEMP1 (1 of 2)
ENSDARG00000053918	srf
ENSDARG00000084489	5S_rRNA
ENSDARG00000019438	rnf13
ENSDARG00000003952	pfn2
ENSDARG00000041839	tsc22d2
ENSDARG00000094420	SI:CH1073-167A23.1
ENSDARG00000078752	si:ch1073-280h16.1
ENSDARG00000091582	CU855935.1
ENSDARG00000053417	CABZ01016332.1
ENSDARG00000077959	CU207281.2
ENSDARG00000075094	CU207281.1
ENSDARG00000073994	si:ch211-276k2.1
ENSDARG00000053387	si:ch211-276k2.2
ENSDARG00000094189	si:ch211-276k2.3
ENSDARG00000054255	tctex1d2
ENSDARG00000060884	NMUR1 (1 of 2)
ENSDARG00000074341	AGPHD1 (1 of 2)
ENSDARG00000086824	5S_rRNA
ENSDARG00000084170	5S_rRNA
ENSDARG00000033589	EPHB3 (1 of 2)
ENSDARG00000087525	CABZ01045212.1
ENSDARG00000038505	POLR2H
ENSDARG00000087299	armc9
ENSDARG00000091597	5S_rRNA
ENSDARG00000038489	b3gnt7
ENSDARG00000002710	ncl
ENSDARG00000081440	SNORA75
ENSDARG00000083582	SNORA75
ENSDARG00000022271	trim35-34
ENSDARG00000060838	trim35-33
ENSDARG00000095913	ENSDARG00000095913
